applicants_id,age,gender,race,english_proficiency,highest_level_of_education,major_dept_college,college_gpa,essay_started_on,essay_completed_on,essay_time_taken,image_1,image_2,verify_started_on,verify_completed_on,verify_time_taken,deductive_reasoning_ability_general_population
41721703,35,Male,White,Native Fluent,Bachelor's Degree,Arts,2.5 to 3.0,10/14/2015,10/14/2015,2771,"We are looking through an open doorway.  We can see four office workers through the door frame.  There are two women and two men.  The men are wearing collared shirts and khaki pants.  The women are wearing dresses.  One, who has her back to us, is wearing a black dress.  The other, who is holding a clipboard, is wearing a purple dress.  ","We are looking over a woman's shoulder, to see a mural project she is helping to supervise.  She has shoulder length hair and is holding a cup of paint.  She also holds a print out of what the finished mural is meant to look like.  We can see three people working on the mural.  They have almost finished painting. The picture looks like a galaxy or a storm system with many bright colors used to show contrast between the swirl of different features.  Purple is the dominant color.",10/14/2015,10/14/2015,1344,29.858278
41703867,32,Male,White,Native Fluent,Bachelor's Degree,Business,3.7 to 4.0,10/13/2015,10/13/2015,1614,"There are two business professionals discussing some facet of their business. They are both women. One is African-American and the other is of some Caucasian decent. In the background, two men appear to be discussing business as well. Everyone is garbed in business attire and appear to be of at least middle class standing. The view of these interactions is from outside the room looking in through the doorway. It appears the woman on the left is saying something, while the woman on the right is listening. The man on the right appears to be speaking, while the man on the left appears to be smiling and listening. The woman on the left is wearing a black dress; the woman on the right a purple dress and a watch. The man on the left is wearing a white collared shirt and khakis, the man on the right a blue shirt and darker khakis.","In the foreground a woman is holding a picture of what appears to resemble a colorful galaxy. In the background a man stands painting the same image that is depicted on the photograph onto a brick wall. The picture has swirls of purple, blue, red, white, and yellow in varying shades. There is also someone in the background on their knees. I would guess they are helping in some capacity. The man painting is wearing short shorts, sneakers, a tee shirt, and a backwards hat. The person on their knees is wearing a white shirt and black pants or shorts. The woman holding the photograph is wearing a dark top, but you can only see her partially from the shoulders up. She is also holding a red solo cup.",10/13/2015,10/13/2015,1335,52.197739
41590464,29,Female,White,Native Fluent,Bachelor's Degree,Physical Science (including Math),2.5 to 3.0,10/5/2015,10/5/2015,2416,"The picture looks like an office. The camera is just outside the door so that the scene is viewed through the door. In the office, four people can be seen. One of them stands out the most because she's the only black person in the shot, the only one wearing a bright color (purple) and the only one facing the camera. She has a blue watch on her left wrist and something orange on her right. I'm not sure what that is -- it kind of looks like the wristbands they use to mark visitors at theme parks, but that doesn't seem to make sense in context. She's holding a clipboard and talking to a white woman wearing a black dress. This woman is facing away from the camera so her face can't be seen and scratching the back of her head with her right hand. She's wearing what looks like the same kind of orange thing on her wrist as the other woman.  Behind the women are two men, both white and wearing tan slacks and pale shirts. They're facing each other and seem to be talking. The man on the left is mostly visible, but the one on the right is largely obscured by the door. Behind the men is what looks like either a TVor computer monitor showing a brightly colored picture, but again, it's too blurry to see any detail.","The picture shows two grafitti artists painting a wall. They're facing the wall, away from the camera, so it's hard to see much about them. The wall is dark purple, and the picture they're painting on it is abstract. There's a white circle in the middle, surrounded by rings of light purple, yellow, blue and pink. The rings are irregular and the whole thing looks sort of like a fried egg, or a weather-map depiction of a hurricane. In front of the artists, there's a person who's so close to the camera that almost all that's visible of them is their hair, which covers the left side of the photo. The hair is brown and long enough that its owner is probably female. The only other thing that can be seen of this person is her left hand, which is holding a red solo cup. Just in front of the cup -- I'm guessing taped to it -- is a piece of paper with the desicn from the wall printed on it. The version on the paper is a little larger, like it's the pattern that the artists haven't quite finished copying yet.",10/5/2015,10/5/2015,1098,93.966214
41531480,36,Female,White,Native Fluent,Completed Secondary School,I did not attend college,I did not attend college,9/30/2015,9/30/2015,7190,"This is a picture of four people standing in a room of what appears to be an office setting. They are standing in the doorway of the room and talking. There is a woman in a black dress, with an orange wristband, and playing with her hair. There is another woman in a purple dress. She is holding a clipboard and seems to be counting on her fingers. She is talking or listening to the woman in the black dress. In between and behind them is  man in a dress shirt and khakis. He has dark brown hair and is somewhat tall. He appears to be facing another man that is wearing a blue dress shirt and darker khakis. He has light brown hair. There is a small television screen hanging on the wall that can be seen between the tall man and the lady in the purple dress. All four of them seem to be waiting on some meeting to start and are just conversing with each other until the time has come. They appear not to be happy, but also not mad. They seem immersed in their conversations. They are prepared and ready for the next step in their day.","This is a picture of a building interior wall. There is a woman holding a red solo cup and is in the foreground of the picture. She has short brown hair. In the cup appears to be paint as if she is painting something, but you do not see any canvas anywhere.She is also holding a picture of a painting in her hand behing the cup. It the background is another woman. She is wearing a baseball cap, white t-shirt and black shorts. Another woman wearing the same type of clothes is beside her kneeled on the ground. You cannot see her head. The woman standing up is painting a mural on the brick wall. She is painting the same exact picture that the brown headed woman is holding. The picture is blue, purple, yellow, white and pink. It appears to be some kind of universe looking picture that appears cartoonish in some way. It also looks like a dopplar reading on a weather channel when they are showing where the rain is and how heavy it is in certain areas. The background of the image is all painted a dark blue color on the entire wall. They are trying to match the picture. ",9/30/2015,9/30/2015,1013,27.23242
41829608,30,Male,White,Native Fluent,Bachelor's Degree,Other,3.3 to 3.7,10/23/2015,10/23/2015,2346,"There are four people in the picture - two males and two females.  They are all young adults who look like they are in their 20s or 30s.  Both guys and one of the women are caucasian, while one woman is African-American.  The scene looks like it is taking place in an office lab type of setting.  The two guys are in the background standing in front of a wide-screen computer monitor looking at each other.  The two women are in the foreground also looking at each other.  The African-American woman is carrying a clipboard and is focused on the other woman.  The other woman is nervously playing with her hair.  The Afircan-American woman appears to be some sort of manager.  The men in the background appear to be much more relaxed and happy, while the African-American woman looks serious and the other woman looks nervous.  Both women are standing just inside the doorway to the room and the door is open allowing us to see into the room.","In the background, there are what appears to be two guys painting a picture on a brick wall.  The background of the wall is a dark blue color and in the center of the painting is a giant swirl.  It looks like a galaxy or a hurricane.  The eye is white, the band around that is a light purple, then yellow, light blue, darker blue, and the outer bands are a dark purple before reaching the dark blue background.  One of the guys is standing while painting and another guy is kneeling while painting.  In the foreground,we can see the back of a woman watching them paint.  She has a red plastic cup of blue paint in her hand and directly in front of that cup is a picture of what the two guys are painting.  She is holding that picture up with her fingers while they are wrapped around the cup.  The picture of the painting that she is holding is blocking the head of the guy kneeling.",10/23/2015,10/23/2015,1325,76.647302
41549520,54,Female,White,Native Fluent,Some College (2 years or less),Business,3.0 to 3.3,10/1/2015,10/1/2015,2934,"There are 2 business women talking to each other inside of a doorway.  It looks to be a standard office/industrial type door which is wide open.  One is holding a clip board and is wearing a fuschia dress.  She appears to be of African-American descent. Her fingers on one hand are touching the fingertips of the other hand. The other woman is dressed in black and has one hand with a small piece of paper in it, while the other hand is straightening her hair.  They are both wearing watches.  The woman wearing black is wearing a orange watch and the other woman has a blue watchband. Behind them are two business men who are talking to each other.  One is wearing a light pink shirt and has his arms crossed.  The other man is wearing a blue shirt and might also have his arms crossed.  Everyone looks comfortable in their conversations.  Both pairs of people appear to be completely attentive to the other person.   There is a TV or monitor on the far wall which indicates that it might be a breakroom. Everyone is dressed professional but casual.  The men are both wearing khaki colored pants.  There are no other people in view.","There is a person, which could be a woman, who is painting on a brick wall.  It could be the backdrop to a play or show.  The person is wearing a light-yellow t-shirt with short sleeves and black shorts.  This person is standing while painting and is wearing a yellow baseball cap turned backwards.  The person has a blue glove on the hand that is painting and is reaching to paint in a purple area of the painting.  The painting looks to be like some over colorized view of the solor system, or something that is circular and spiraling outwards.  There is also a person kneeling who is wearing the same attire.  You are unable to see that person completely as there is someone in the forefront who is holding a smaller picture of what the bigger picture will look like and is blocking out the kneeling person.  This person is also holding a red solo cup that has had paint in it as there are paint drips on the outside and the inside looks to have a sky blue color in it.  There is canvas on the floor to prevent drips on the floor in front of the wall. ",10/1/2015,10/1/2015,1762,79.369199
41477222,36,Male,White,Native Fluent,Master's Degree,Business,3.3 to 3.7,9/25/2015,9/25/2015,2941,"There are four total people in the picture, and they are in a business environment.  There are two women talking to each other in the front, and two men talking in the rear of the picture.  One woman is wearing a black dress, the other a purple dress.  One man is wearing kakhi pants with a pink button up, the other is wearing kakhi pants with a blue button-up on.  There is a television in the background, which is on, and has bright colors on it, but the picture is not noticable.  The female on the right is holding a clipboard, and is intently looking at the femal on the left as if she is talking to her.  The woman in the right is holding a piece of paper in her left hand, and is fixing her hair with the other.  Noticable on her right arm is an orange band, which stands out.  The men are talking, but there is no noticable leader of the conversation.  The man on the left is much taller than the man on the right.  The men in the background are both caucasian males in the age range of 25-35.  The woman on the left is a caucasian femal of unknown age, the female on the right is an african-american female with an age of 25-35.","Three people are painting a mural on a wall in the background.  In the forefront, seemingly a woman olds a cup, and what appears to be the final rendition of the mural in her hand as she looks on.  In the background, there appears to be a woman on the right standing and painting.  The people to the left of her are painting as well, but they are primarily obstructed by the picture that the woman in the forefront is holding.  The mural appears to be painted inside, as there is a drop-cloth in order to catctch the paint that may fall.  As well, there are plugs on the wall, which is a good indicator of an inside environment.  The picture is of what appears to be of a colorful galaxy.  Some colors include yellow, purple, blue, pink, white, and green.  The cup that the woman in the fron is red, filled with blue paint.  The woman in the background on the right is wearing black shorts, a white shirt, and a white hat that covers her blonde hair.  ",9/25/2015,9/25/2015,3937,13.969961
41903254,26,Female,White,Native Fluent,Some College (2 years or less),Arts,2.0 to 2.5,10/29/2015,10/29/2015,4116,"There are 4 people standing in a doorway. On the far left there is a woman. She has shoulder length brown hair. She is not fat but she is not thin either and she is wearing a black dress. She is standing facing towards the right of the picture so you only see her side profile. Her right arm is in heri hair and has a bright orange wristband. Her left hand is by her waist. You can only see her hand and it looks like she is holding a recipt. In front of her and to the right of her is a man in kacki pants and a pink shirt. His back is to you but he is looking to the right. He has short brown hair and seems to be engaging in conversation with a man standing all the way to the right of the picture. There is a tc in the background. Ther is a woman holding a clipboard in a purple dress to the right of the man in the pink shirt. She is closer in the picture than the man in the pink shirt. She seems engaged in a conversation with the woman in the black dress. She doesnt seem to be speaking but listening. She is not white she may be black, her skin is darker than everyone elses and she has dark brown shoulder length hair. She has a blue watch on her left wrist. the the right of her in the background is a man in kachkis and a blue shirt. He is engaged in conversation with the man in the pik shirt. You can only see his side profile. He is facing the left. he is white and has brown hair. Half of his body is obscured by the doorway.",In the foreground there is a woman standing holding a red solo cup full of blue paint and a picture in her left hand. She has long brown hair and you can only see the back of her head and shoulder in the very right hand side of the picture. The Picture she is holding is of a painting. Standing in the background is a woman painting the same picture the woman in the foreground is holding. The woman painting is wearing a white ballcap a white t-shirt and dark shorts. She has on blue gloves while she is painting. The picture that is being painted sort of looks like the milky way. It is white and purple and yelow and blue.,10/29/2015,10/29/2015,3758,48.197425
41474410,52,Male,White,Native Fluent,Master's Degree,Computer Science,3.7 to 4.0,9/25/2015,9/25/2015,3134,"The picture is showing two men and two women standing in a business like environment and having a seemingly serious discussion. The two women are talking with each other and the two men are talking with each other. They are in close proximity and look to be part of a work group. The picture view is through a doorway and into a technical like room with visible computer monitors, the walls inside the office are white and modern looking. The men are wearing dress shirts and khaki pants, the women are wearing dresses. The two men are both white and about thirty to thirty five years of age. There is one white female wearing a black dress and one black female wearing a purple dress and holding a clipboard, both approximately twenty to twenty five years of age.","A group of artists painting a wall graphic of a weather like pattern, the base of the wall is darker blue and the painting so far is multi colored and similiar to what you would see during a weather forecast on your local news. The wall is large brick masonary sones and about nine feet in height. There are three people painting on the wall both wearing white t-shirts and black shorts, one is wearing a white hat. They are on a painters tarp that is over the floor, one is standing and painting and wearing a blue latex like glove, the other two are kneeling. There is one lady holding a red cup with light blue paint in it and looking at a picture or digital image of the graphic, the painting looks fairly accurate compared to the image they are using as a guideline. They look to be professionals and sharing a common goal and doing it with intention.",9/25/2015,9/25/2015,1059,64.509102
41656459,49,Female,Hispanic or Latino;White,Native Fluent,Completed Secondary School,I did not attend college,I did not attend college,10/9/2015,10/9/2015,4844,"There are four people in a picture in what seems to be an office setting. Two are young males and two are females. The two females are standing in a doorwary to a room, which could be a large office or conference room, probably the latter. The two males are standing just behind them.  The two females are talking to each other and the two males are talking to one another. The two females seem to be about the same height, about five foot six inches. The one female on the left of the picture seems to be caucasian and about twenty-five years of age and is dressed in a black, sleeveless dress. Her back is to the picture. Her right arm is raised as is she is smoothing the back of her hair which is shoulder length, straight and a medium brown color. On that wrist is an orange band. She seems to be about twenty-five years of age. She is talking and gesturing with her left hand to the other female who is about twenty-eight to thirty years old and could be an African-American. She is facing the camera, and but talking to the younger female.She is to the right of the picture. She is dressed in a dark violet, sleeveless dress and she is holding a clipboard to her chest with her left arm on which there is a watch on that wrist. She has shoulder length straight hair, dark brown in color. The two males are just inside the room, visible behind the females. They both seem to be Caucasian. Their backs are to the camera, but you can see them from the side as they talk to each other. The male on the left seems to be about twenty-four years old and is tall, about six foot two inches. He is dressed in a long sleeve light pink shirt and is wearing khaki pants. He has medium brown hair and is an average, professional haircut. The other male to the right is shorter, about five feet eight inches tall and is wearing a light blue long sleeve shirt and khaki pants and seems to have medium light brown hair. At the opposite end of the room, there seems to be a large screen tv or monitor mounted on the wall that you can see through the doorway. It is visible behind the four people and it is about a 45 inch screen. ","This is a picture of a young person, unable to tell what gender, who is painting a wall mural. A person is standing in the foreground with their back to the camera. They are very close to the camera, as you can only partially see the back and left side of their head. It seems to be a female, judging from the bob haircut, medium brown in color. You can see her left hand, as it is raised and holding a plastic cup with light blue paint in it and with the same hand is holding onto a picture of the mural that is being painted on the wall. So you see the picture and then the mural painting behind it.The painting is a swirl of colors. The background color is black and then in freeform concentric oblong circles the colors starting from the outside in are, a deep purple, then a light blue, a thin band of orange, then a yellow band and the inner circle is a tan color with a white ""eye"". The impression is one of the shape of an eye. The person painting the mural is wearing a white baseball cap turned backwards, a white tee shirt and black running shorts and white athletic shoes. There is a person at their feet, kneeling and facing the painting, but the picture of the mural the woman in the foreground is holding up blocks your view. All you can see is a white tee shirt and black shorts. You cannot see their head. In summation, there are three people in the picture, one in the foreground holding up a picture of the mural that the artist in the background is painting and another person on their knees facing the mural, next to the standing artist.",10/9/2015,10/9/2015,2084,57.618594
41610962,40,Female,White,Native Fluent,Some College (3 or 4 years),Business,3.7 to 4.0,10/6/2015,10/6/2015,6958,"This is an office setting that involves four people.  There are two young white males in the background standing in front of a painting or TV screen, discussing something among themselves.  Both men are wearing khakis and button down shirts and have their arms arranged casually across their chest.. The blond man is wearing a blue shirt, but the man with darker hair has on a pink shirt.  There are two women in the foreground.  The woman closest to us is wearing a black dress, and has her back toward us, but her hand, attached to a wrist wearing an orange plastic bracelet, is in her hair hair, indicative of her nervousness, and her other hand is stretched out, as if she might be explaining herself to the other woman.  The central woman in this picture is a mature young woman with a serious expression and a clipboard.  She looks as though she may be listening to the woman in the black dress, and her facial expression leads one to believe she is unimpressed by what she is hearing. She may be challeging the other womans explanation. 
","This picture is from the perspective of someone sitting behind a woman with short dark hair gripping a red solo cup between her thumb and forefinger; she has a sheet of paper caught between her other fingers. The sheet of paper that she is holding is a picture that looks like a computer generated printout of a severe storm such as a hurricane.  It is large and swirly, shades of blue and purple  decrease in intensity as they fade into yellow, grey, and, finally, a circle of white, that might be the eye of the storm.

Looking passed the piece of paper the woman sitting in front of you is holding behind the plastic cup filled with paint in her hand, you will see a blond woman in a baseball cap. She is wearing shorts and a Tshirt, and is painting a mural of  the same storm on a block wall. The woman is very much absorbed in her painting. One hand is covered in a blue plastic glove and holding a paint brush, and the other hand is holding a red solo cup that matches the other woman's cup.    There is someone else in a pair of dark shorts that is crouched down lower next to the blonde woman, helping her paint, but we are unable to see much else about them, save part of their white shirt because they are obscured by the photograph the woman sitting in front of you is holding. She seems to be be comparing the storm on the paper to the storm on the wall.",10/6/2015,10/6/2015,1329,41.158333
41441807,36,Male,White,Native Fluent,Master's Degree,Business,3.3 to 3.7,9/23/2015,9/23/2015,3251,"Two men are standing in the room discussing something, and two women stand in the doorway behind them talking to each other.  The room is all white, and the walls are unadorned except for a flat screen TV on the front wall.  The hallway outside the room is also white, and the door to the room is a steel door with a stainless steel push bar for entry.

The men are both in professional attire. The taller man has short brown hair and a clean-shaven face, khaki pants with a brown belt and a long-sleeve pink collared shirt. The shorter man has short blonde hair and a clean-shaven face, pleated khaki pants with a brown belt, and a long-sleeve blue collared shirt.  The white woman has brown shoulder-length hair, is wearing a black sleeveless dress, has a tan bracelet on her left arm and an orange bracelet on her right.  She holds a piece of paper in her left hand, and is running her fingers through her hair.  The African American woman has shoulder-length hair, is wearing a magenta sleeveless dress, has a ring on her right index finger and a ring on her left ring finger, and is wearing a silver and blue watch on her left wrist.  She is grasping a clipboard in her left arm.","Three women are painting a concrete block wall, attempting to recreate an image.  At the wall's base is a drop cloth.  All of the women are wearing white shirts and blue mesh shorts.  One woman has a baseball cap on backwards to protect her hair from paint, and hs blue gloves on to protect her hand as she uses the paint brush.  A fourth woman stands in the foreground, holding the master image and a cup of blue paint.

The concrete brick wall has a blue base layer of paint, and features two outlets toward the base of the wall.  The painting in progress is approximately two-thirds complete, and is a swirled amalgamation of yellow, purple, pink, blue, and white.  The colors are not swirled together, but have distinct regions that are arranged into a swirl pattern.  At the center is white paint, which is surrounded by light purple and then yellow.  Dark blue and pink are then interspersed, and the edges are dark purple, dark blue, and light blue.  Outlined shapes traced onto the wall show the work that remains.",9/23/2015,9/23/2015,1488,76.754789
41684597,24,Male,White,Native Fluent,Bachelor's Degree,Business,3.0 to 3.3,10/12/2015,10/12/2015,1949,"In the foreground, two women and standing toward eachother in a doorway. One has her back toward the viewer and is wearing a black dress and something orange around her wrist. She has one arm bent behind her head. The other woman is wearing a pink colored dress and has a light blue watch on her wrist. She is holding a clipboard in her left arm. She has a serious look on her face. They look like they are having a serious conversation. The lady in the pink dress is African-American and the lady in the black dress is Caucasian. Behind them stand two gentlemen, one in a white shirt and the other in a blue shirt. They are having a conversation as well. Their conversation doesn't look as serious as the conversation the women are having. ","Two people are painting a piece of art on a wall. A third person is seen holding a picture of what the completed piece of art is to look like. The woman in the foreground is holding the picture as well as a red solo cup. She has a bob-type haircut. It looks like two women are painting the art on the wall. They are both wearing the same thing: a white t-shirt and a pair of dark-colored running shorts. One of the women's head is blocked by the pictured of the completed art piece the lady in the foreground is holding. They are painiting a picture of what looks like a hurricane from above. It is in a swirl formation, and includes many colors. The center is a light grey, surrounded by a darker grey, then yellow, then a mix of greens and blues with its of oranges, browns and greys on the outer edges. ",10/12/2015,10/12/2015,989,69.594213
41924668,57,Female,White,Native Fluent,Completed technical/associate degree/certificate/diploma,Arts,3.3 to 3.7,10/31/2015,10/31/2015,4097,"The employees we waiting for the meeting to begin.  John and Bill were chatting about last weekend's football victory.  They were very excited their team appeared to be headed to the playoffs.  They discussed the fact that if the team won this weekend, the remainder of their schedule was pretty easy and the team should be able to beat all remaining teams played.  This would send the team to the playoffs for the first time in ten years.  Kim and Sarah we discussing the meeting they were waiting to attend.  Kim was worried about what the meeting could be about since no subject matter was discussed when the meeting was announced and attendance was mandatory.  Sarah listened intently as Kim guessed at possible topics.  Kim was worried that perhaps the company was downsizing.  She knew the company had been having financial struggles and that profit wasn't as large as previously projected.  She believed there were many employees who were not busy.  She was sure the company would see layoffs as a viable cost saving measure. She hoped that she was a valuable enough employee not to be impacted if her suspicions were correct.  As Sarah listened, she became increasingly agitated and prayed to herself that Kim was over-reacting.  She thought the meeting was probably about something far less negative.","Jan, Amy and Heather are students at the local art school.  The local news station, KESW, had contracted with the school to have a group of students paint a weather map on one of the station's outside walls.  The station provided a photo of the map they wanted to be painted,  The school decided that the three girls were well suited for the task.  They arrived at the studio and sketched the outline of the map on the wall. They decided to take turns painting in colors they had chosen.  Each girl was responsible for 2-3 colors.  When Jan had finished the larger portions of the light blue color she had chosen, she waited as Amy and Heather painted their sections. She studied the photo and figured out the smaller portions she still needed to paint blue.  She was very  happy with the progression of the project because replicating the photo was a success!  She knew that doing such a good job on this assignment would lead to other assignments during the time she had left before graduating.  She hoped that she would be able to work which Amy and Heather again. She felt they had worked very well together and she really liked both of them.  They had already discussed their plan to go to the local sports bar after completing the painting to celebrate their success with beer and a burger.",10/31/2015,10/31/2015,1431,33.967382
41809892,23,Male,White,Native Fluent,Bachelor's Degree,Social Science,3.7 to 4.0,10/21/2015,10/21/2015,2506,"A group of work individuals are just finishing up a meeting. The woman in purple has a clipboard of notes, highlighting the minutes from the meeting that was just had. The woman is addressing her subordinate, the woman in the black dress wearing an orange wristband. The woman with the clipboard is asking the woman in black about a project that needs to be completed soon, and thus addresses her with a stern, inquisitive look. The woman in black, not sure of the status of the project, plays with her hair and appears to try and deflect the question. In the background, two male coworkers have a friendly conversation in front of a television screen, although it is unclear what exactly is being shown on the screen. All of this is taking place near a doorway.","An artist stands in front of a concrete bricked wall, finishing up a mural that she is attempting to recreate. The mural is what appears to be some type of swirling shape, perhaps a galaxy or set of clouds. This abstract shape is made up of many ovals, and looks very smoky and wispy; shapes converge and begin to blend together in some places. The swirling shapes are composed of shades of yellow, purple, blue and white, providing a beautiful contrast between the shapes. While the artist works on her mural, a woman stands behind her with a tablet in hand that shows the original painting. It looks extremely similar to the mural being painted on the wall, to the extent that you wouldn't be able to tell the difference between the two. She also holds a cup of paint, presumably for the painter while she works with a different color.",10/21/2015,10/21/2015,3222,91.79396
41486606,44,Male,Hispanic or Latino;American Indian or Alaska Native;White,Native Fluent,Some College (2 years or less),Physical Science (including Math),3.3 to 3.7,9/27/2015,9/27/2015,1873,"A door is open on what appears to be a conference room of some sort.  Several people are in the photo, but only two women are in focus.  The one facing the camera (but still looking off to the woman at her right) has a clipboard on her arm and appears to be making gestures with her hands.  She is wearing a sleeveless dress that is a purpley pink colour, a blue watch and her hair is down.  She appears to be African American or multi-racial.  The woman she is speaking to is caucasian and is wearing a black sleeveless dress.  She has an orange bracelet or watch on her wrist and is running her hands through her shoulder length brown hair.  There are two other men in the background but neither of them are in focus.  On the wall at the very back of the room we can see into is a tv with bright colours flashing on the screen.","Nearest to us is a woman with brown hair holding a red Solo cup full of light blue paint in her left hand.  She is also holding what appears to be a printout of a piece of art (which looks somewhat like a galaxy made out of bright colours).  In front of her, at least two other people are painting the image she's holding in her hand on a wall.  Both of the people painting are wearing white shirts and black shorts.  The one kneeling on the ground's head is not visible, but the one standing and painting  above her has blonde hair and is wearing a white, backwards ball cap.  The wall they are painting on is dark blue and the floor is covered in a white drop cloth.  There are two electrical outlets in the wall, both white with black centers.  The colours of the painting are a light blue, purple, pink, white and yellow. At the very far right of the image on the bottom is something I can't quite tell what it is.  Maybe a sandwich board of some sort?  It is light blue, green and tan in colour.",9/27/2015,9/27/2015,1334,44.659004
41771342,47,Male,White,Native Fluent,Completed technical/associate degree/certificate/diploma,Other,I did not attend college,10/19/2015,10/19/2015,14475,"   In the picture we are looking into a room, through an open double door. This looks like a conference room; training room or possibly a break room, In the foreground we see two men and two women. The person closest to us, she has her back to us. What I can tell from this direction a Caucasian woman, with dark hair. She is wearing a black dress and touching her hair on her right wrist is a orange band. To her right and speaking to her is a African American woman with dark hair. She is wearing a purple dress. She is holding a clipboard in her left hand. She looks to be speaking to the other young woman mentioned first.  
   Behind them are two Caucasian men standing, facing each other and they are talking. The man on the left is in a pink dress shirt and khaki pants with a black belt. He is facing right and talking to the Second Caucasian male. The Second Caucasian male is facing the first and talking in or listening he is partially blocked by te right open door to the room. You can see that he is wearing a light blue dress shirt and Khaki pants as well.  
   To the rear further into the room but blurred, you can see an image on a flat panel tv screen, another tv facing right with the picture completely out of view, you can only see a this side view of the second tv. Both are up on a ledge or shelf for easy viewing of person or persons in the room.
","  This is a picture of someone creating or transposing a picture onto a wall. 
In the foreground  to the right of the picture frame you can see the rear of someone. It makes up the right  third of the picture frame because they are close to the camera. What you can see of them is brown hair and dark shirt. You canÍt see many detail of the person, since they are close to the camera.  You can see a red solo with blue paint in it. By the angle you can almost assume the person to the right of the frame is holding the cup in their left hand. 
    In the distance in the picture you can see the artist in dark blue shorts, yellow tee shirt and a yellow baseball cap turned backwards. The artist is painting the center of what looks to be a rendering of a spiral galaxy interpretation. Propped up in front of the mural the artist is painting, in center frame of the shot is a smaller version of the galaxy mural. The mural is being painted on concrete cinder block wall. You can see the lines of the cinder block wall through the painting. To the left and the right mural closer to the floor embedded in the wall you can see electrical outlets without their face plates. It reminds me of high school art class projects being displayed for the public. 
",10/19/2015,10/19/2015,2610,22.152628
41771313,24,Male,White,Native Fluent,Some College (2 years or less),Biological Science,2.0 to 2.5,10/19/2015,10/19/2015,2485,"This is a doorway scene, featuring four individuals - two females in the foreground and two males in the background. The woman closest to the viewer is looking away, focusing at a woman in a maroon dress who is also holding a clipboard. Behind these two there are two men, one in a pink collared shirt, the other in a blue collared shirt. Both men seem to be engaged in coversation as do both women. The woman closest to the viewer's perspective is wearing an orange band on her right wrist while running her fingers through her hair. The woman in the maroon dress and clipboard seems to be nervously playing with her fingers, or counting something and is wearing a small blue watch on her left wrist.","In the foreground of this image we are looking over the shoulder of an individual who is holding a red solo cup filled with blue paint, as well as a small postcard size image of what appears to be a multicolor galaxy. Beyond this individual, there are two artists in white shirts and short blue jeans who appear to be engaged in painting a mural representing the multicolor galaxy seen on the postcard. The background of the mural is a deep navy blue color. The galaxy featured in the center of this mural has a yellow and light viloet center, surrounded by wisps of blue, and peach. It seems to be near completion, however there are silver outlines of a few parts of the ""galaxy"" that have yet to be filled in. These appear near the top left of the yellow core.",10/19/2015,10/19/2015,1280,47.378359
41590456,30,Male,White,Native Fluent,Some Secondary or Less,I did not attend college,I did not attend college,10/5/2015,10/5/2015,3089,"Two lady's talking in a doorway with two men standing behind them also talking. One lady on the left is waring a black dress with long brown hair and a florecent orange wrist band. The lady on the right has on a purple dress and is holding a clip board, she also has long brown hair and a blue watch. The two guys in the back are both wairing khaki's and buisness shirts. The guy on the left, who is a bit taller in stature than the others is waring a pink shirt, while the guy on the right is waring a blue shirt. Both men have short brown hair. There is also a TV in the background that is on. The office is bright white with the door having a brushed aluminum look to it.","There is a lady holding a red cup with what seems to be blue paint on the right edge of the picture kind of in the way of the camera, she has long brown hair. She is also hold a picture of what looks to be a very colorfull galaxy abstract. In fron of her are two people and a brick wall. The brick wall is being painted to look like the picture the lady is holding. Its not quite compltely but its atleast 90 percent done. On of the people , you can barely see, is on the ground painting what seems to be the lowers bits of the picture. This person is waring a white teeshirt with black bottoms. The other is to the right of the person on the ground, She also is waring  black shorts, a white teeshirt and also a beige baseball cap flipped backwards protecting her long blonde hair. She is actively painting the wall with blue gloves on.",10/5/2015,10/5/2015,1783,22.861104
